,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,isOwnGoal,match_id,eventType,cumulative_mins,index,id,home_team_id,away_team_id,ftScore,match_date,progressive_pass,xThreat,xThreat_gen,lead_to_shot,lead_to_goal,key_pass,isAssist,isCross,isCorner,isFreekick,isGoalkick,is_offensive,is_bigchance,is_penalty,is_own_goal,X,Y,EndX,EndY,BlockedX,BlockedY,GoalMouthY,isblocked,body,isShotonTarget,name,short_name,team_id,team_name
173,98.0,8.0,18.0,167,5.0,67.8,8.0,1.0,CornerAwarded,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '69'}]",[122],False,402664.0,,,,,,,,,,,,0.0,1729305,CornerAwarded,8.3,148.0,2602297593.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,6.0,54.24,,,,,,,,False,Josko Gvardiol,J.Gvardiol,167,Man City
174,70.0,8.0,57.0,13,99.5,0.5,8.0,1.0,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '41.6'}, {'type': {'value': 210, 'displayName': 'ShotAssist'}, 'value': '13'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '91.7'}, {'type': {'value': 6, 'displayName': 'CornerTaken'}}, {'type': {'value': 72, 'displayName': 'LeftFoot'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.86'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.1'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 11113, 'displayName': 'KeyPass'}}]","[91, 119, 123, 138, 124, 125, 31, 32, 34, 40, 41, 42, 35, 37, 217, 218]",True,247454.0,91.7,41.6,,,,,,,,,,0.0,1729305,Pass,8.95,149.0,2602298561.0,13.0,167.0,1-0,08 October 2023,,0.12595507086662472,0.12595507086662472,,False,True,,True,True,,,,,,False,119.39999999999999,0.4,110.04,33.28,,,,,foot_left,False,Martin Ødegaard,M.Ødegaard,13,Arsenal
175,71.0,8.0,59.0,13,91.6,41.7,8.0,1.0,Aerial,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '100'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[197, 199]",False,345845.0,,,,,,,,,,,,0.0,1729305,Aerial,8.983333333333333,150.0,2602298627.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,True,,,False,109.91999999999999,33.36000000000001,,,,,,,,False,Eddie Nketiah,E.Nketiah,13,Arsenal
176,100.0,8.0,59.0,167,8.4,58.3,8.0,1.0,Aerial,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '71'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[198, 200]",False,315227.0,,,,,,,,,,,,0.0,1729305,Aerial,8.983333333333333,151.0,2602298585.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,10.08,46.64,,,,,,,,False,Erling Haaland,E.Haaland,167,Man City
177,72.0,8.0,59.0,13,92.2,42.5,8.0,1.0,MissedShots,Successful,"[{'type': {'value': 147, 'displayName': 'BlockedY'}, 'value': '26.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 75, 'displayName': 'MissRight'}}, {'type': {'value': 146, 'displayName': 'BlockedX'}, 'value': '93.7'}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '1.8'}, {'type': {'value': 29, 'displayName': 'Assisted'}}, {'type': {'value': 25, 'displayName': 'FromCorner'}}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '15.3'}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '70'}, {'type': {'value': 17, 'displayName': 'BoxCentre'}}, {'type': {'value': 15, 'displayName': 'Head'}}]","[91, 7, 90, 10, 1, 5, 14]",True,345845.0,,,93.7,26.9,15.3,1.8,True,70.0,247454.0,,,0.0,1729305,MissedShots,8.983333333333333,152.0,2602298637.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,110.64,34.0,,,112.44,21.52,1.4400000000000002,,head,False,Eddie Nketiah,E.Nketiah,13,Arsenal
178,101.0,9.0,2.0,167,6.7,70.1,9.0,1.0,Clearance,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '15.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.78'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 94, 95, 215]",True,331254.0,15.2,62.9,,,,,,,,,,0.0,1729305,Clearance,9.033333333333333,154.0,2602298689.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,8.04,56.08,18.24,50.32,,,,,,False,Phil Foden,P.Foden,167,Man City
179,116.0,9.0,4.0,167,15.0,64.6,9.0,1.0,Aerial,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '86'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[197, 200]",False,315227.0,,,,,,,,,,,,0.0,1729305,Aerial,9.066666666666666,155.0,2602301043.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,18.0,51.68,,,,,,,,False,Erling Haaland,E.Haaland,167,Man City
180,86.0,9.0,4.0,13,85.0,35.4,9.0,1.0,Aerial,Unsuccessful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '116'}]","[198, 199]",False,332325.0,,,,,,,,,,,,0.0,1729305,Aerial,9.066666666666666,156.0,2602300953.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,True,,,False,102.0,28.32,,,,,,,,False,Declan Rice,D.Rice,13,Arsenal
181,102.0,9.0,4.0,167,15.2,62.9,9.0,1.0,Clearance,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.00'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.6'}, {'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.2'}]","[91, 94, 95, 57, 215]",True,315227.0,21.2,60.2,,,,,,,,,,0.0,1729305,Clearance,9.066666666666666,157.0,2602298719.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,18.24,50.32,25.439999999999998,48.160000000000004,,,,,head,False,Erling Haaland,E.Haaland,167,Man City
182,103.0,9.0,5.0,167,21.2,60.8,9.0,1.0,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.7'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.19'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.2'}]","[91, 117, 30, 139, 36, 37, 215, 218]",True,93894.0,23.2,68.6,,,,,,,,,,0.0,1729305,Pass,9.083333333333334,158.0,2602298771.0,13.0,167.0,1-0,08 October 2023,,0.00015206542488434456,0.00015206542488434456,,False,False,,False,,,,,,,False,25.439999999999998,48.64,27.84,54.879999999999995,,,,,head,False,Mateo Kovacic,M.Kovacic,167,Man City
183,104.0,9.0,6.0,167,23.2,68.6,9.0,1.0,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '56.4'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.92'}]","[91, 118, 120, 29, 139, 36, 38, 215, 218]",True,331254.0,24.9,56.4,,,,,,,,,,0.0,1729305,Pass,9.1,159.0,2602298783.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,27.84,54.879999999999995,29.879999999999995,45.120000000000005,,,,,head,False,Phil Foden,P.Foden,167,Man City
184,83.0,9.0,8.0,13,72.3,38.7,9.0,1.0,Interception,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 101, 56]",True,332325.0,,,,,,,,,,,,0.0,1729305,Interception,9.133333333333333,160.0,2602300193.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,86.75999999999999,30.960000000000004,,,,,,,,False,Declan Rice,D.Rice,13,Arsenal
185,73.0,9.0,9.0,13,70.1,66.4,9.0,1.0,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.00'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,334087.0,59.8,48.1,,,,,,,,,,0.0,1729305,Pass,9.15,161.0,2602298853.0,13.0,167.0,1-0,08 October 2023,,-0.0047098165364989585,0.0,,False,False,,False,,,,,,,False,84.11999999999999,53.120000000000005,71.75999999999999,38.480000000000004,,,,,,False,Gabriel Magalhães,G.Magalhães,13,Arsenal
186,73.5,9.0,12.5,13,59.8,48.1,9.0,1.0,"{'value': 99, 'displayName': 'Carry'}",Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,106968.0,65.1,37.1,,,,,,74.0,,,,,1729305,Carry,9.208333333333334,,,,,,,,0.001986186407090272,0.001986186407090272,,False,False,,False,,,,,,,False,71.75999999999999,38.480000000000004,78.11999999999999,29.680000000000003,,,,,foot,False,Jorginho,J.Jorginho,13,Arsenal
187,74.0,9.0,16.0,13,65.1,37.1,9.0,1.0,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.63'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.2'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,106968.0,63.7,12.2,,,,,,,,,,0.0,1729305,Pass,9.266666666666667,162.0,2602298969.0,13.0,167.0,1-0,08 October 2023,,-0.002251049276348418,0.0,,False,False,,False,,,,,,,False,78.11999999999999,29.680000000000003,76.44,9.76,,,,,,False,Jorginho,J.Jorginho,13,Arsenal
188,75.0,9.0,18.0,13,65.4,11.9,9.0,1.0,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.60'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '25.6'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,361822.0,65.1,25.6,,,,,,,,,,0.0,1729305,Pass,9.3,163.0,2602299029.0,13.0,167.0,1-0,08 October 2023,,0.000994967079444315,0.000994967079444315,,False,False,,False,,,,,,,False,78.48,9.520000000000001,78.11999999999999,20.480000000000004,,,,,,False,William Saliba,W.Saliba,13,Arsenal
189,76.0,9.0,20.0,13,64.8,23.7,9.0,1.0,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.8'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.03'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '91.8'}]","[91, 119, 117, 30, 124, 205, 36, 38, 217, 218]",True,106968.0,91.8,12.8,,,,,,,,,,0.0,1729305,Pass,9.333333333333334,164.0,2602299103.0,13.0,167.0,1-0,08 October 2023,True,0.019820876350532195,0.019820876350532195,,False,False,,False,,,,,,,False,77.75999999999999,18.96,110.16,10.240000000000002,,,,,,False,Jorginho,J.Jorginho,13,Arsenal
190,77.0,9.0,24.0,13,93.9,13.4,9.0,1.0,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '19.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '92.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.00'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.3'}]","[91, 120, 29, 35, 37, 217, 218]",True,322036.0,92.2,19.1,,,,,,,,,,0.0,1729305,Pass,9.4,165.0,2602299113.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,112.68,10.72,110.64,15.280000000000001,,,,,,False,Ben White,B.White,13,Arsenal
191,105.0,9.0,25.0,167,11.4,84.9,9.0,1.0,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,402664.0,,,,,,,,,,,,0.0,1729305,BallTouch,9.416666666666666,166.0,2602299133.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,13.68,67.92,,,,,,,,False,Josko Gvardiol,J.Gvardiol,167,Man City
192,78.0,9.0,26.0,13,86.4,25.4,9.0,1.0,TakeOn,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '106'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 53]",True,345845.0,,,,,,,,,,,,0.0,1729305,TakeOn,9.433333333333334,167.0,2602299213.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,True,,,False,103.68,20.32,,,,,,,,False,Eddie Nketiah,E.Nketiah,13,Arsenal
193,106.0,9.0,26.0,167,13.6,74.6,9.0,1.0,Tackle,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '78'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 142]",True,93894.0,,,,,,,,,,,,0.0,1729305,Tackle,9.433333333333334,168.0,2602299193.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,16.32,59.68,,,,,,,,False,Mateo Kovacic,M.Kovacic,167,Man City
194,79.0,9.0,29.0,13,74.9,33.4,9.0,1.0,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.86'}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,247454.0,71.7,49.8,,,,,,,,,,0.0,1729305,Pass,9.483333333333333,169.0,2602299277.0,13.0,167.0,1-0,08 October 2023,,-0.0017249751676676646,0.0,,False,False,,False,,,,,,,False,89.88000000000001,26.72,86.04,39.84,,,,,,False,Martin Ødegaard,M.Ødegaard,13,Arsenal
195,80.0,9.0,30.0,13,71.1,52.2,9.0,1.0,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.60'}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,106968.0,70.7,75.7,,,,,,,,,,0.0,1729305,Pass,9.5,170.0,2602299357.0,13.0,167.0,1-0,08 October 2023,,-0.0002839960095681257,0.0,,False,False,,False,,,,,,,False,85.32,41.760000000000005,84.84,60.56,,,,,,False,Jorginho,J.Jorginho,13,Arsenal
196,80.5,9.0,31.5,13,70.7,75.7,9.0,1.0,"{'value': 99, 'displayName': 'Carry'}",Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,273257.0,68.8,70.0,,,,,,81.0,,,,,1729305,Carry,9.525,,,,,,,,-0.0010511458914770656,0.0,,False,False,,False,,,,,,,False,84.84,60.56,82.55999999999999,56.0,,,,,foot,False,Oleksandr Zinchenko,O.Zinchenko,13,Arsenal
197,81.0,9.0,33.0,13,68.8,70.0,9.0,1.0,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '56.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.61'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,273257.0,67.9,56.4,,,,,,,,,,0.0,1729305,Pass,9.55,171.0,2602299423.0,13.0,167.0,1-0,08 October 2023,,-0.0004563836516471437,0.0,,False,False,,False,,,,,,,False,82.55999999999999,56.0,81.48,45.120000000000005,,,,,,False,Oleksandr Zinchenko,O.Zinchenko,13,Arsenal
198,82.0,9.0,37.0,13,67.4,54.4,9.0,1.0,OffsidePass,Successful,"[{'type': {'value': 7, 'displayName': 'PlayerCaughtOffside'}, 'value': '322036'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '16.6'}]","[91, 217]",True,106968.0,89.6,16.6,,,,,,,,,,0.0,1729305,OffsidePass,9.616666666666667,172.0,2602299493.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,80.88000000000001,43.52,107.52,13.280000000000001,,,,,,False,Jorginho,J.Jorginho,13,Arsenal
199,107.0,9.0,37.0,167,20.8,39.2,9.0,1.0,OffsideProvoked,Successful,[],[62],False,313171.0,,,,,,,,,,,,0.0,1729305,OffsideProvoked,9.616666666666667,173.0,2602299485.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,24.96,31.360000000000003,,,,,,,,False,Rúben Dias,R.Dias,167,Man City
200,108.0,9.0,53.0,167,20.1,69.5,9.0,1.0,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '57.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.80'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.3'}, {'type': {'value': 241, 'displayName': 'IndirectFreekickTaken'}}]","[91, 117, 30, 132, 35, 38, 215, 218]",True,122945.0,10.1,57.5,,,,,,,,,,0.0,1729305,Pass,9.883333333333333,174.0,2602299891.0,13.0,167.0,1-0,08 October 2023,,0.0003583514484379307,0.0003583514484379307,,False,False,,False,,True,,,,,False,24.12,55.6,12.12,46.0,,,,,,False,Nathan Aké,N.Aké,167,Man City
201,109.0,9.0,58.0,167,9.1,53.9,9.0,1.0,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.95'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '29.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '12.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 215, 218]",True,121774.0,12.9,29.9,,,,,,,,,,0.0,1729305,Pass,9.966666666666667,175.0,2602299987.0,13.0,167.0,1-0,08 October 2023,,-0.000564256848560275,0.0,,False,False,,False,,,,,,,False,10.92,43.120000000000005,15.48,23.92,,,,,,False,Ederson,E.Ederson,167,Man City
202,109.5,10.0,0.0,167,12.9,29.9,10.0,1.0,"{'value': 99, 'displayName': 'Carry'}",Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,313171.0,19.4,25.1,,,,,,110.0,,,,,1729305,Carry,10.0,,,,,,,,-4.080589610631728e-05,0.0,,False,False,,False,,,,,,,False,15.48,23.92,23.279999999999998,20.080000000000002,,,,,foot,False,Rúben Dias,R.Dias,167,Man City
203,110.0,10.0,2.0,167,19.4,25.1,10.0,1.0,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '8.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.15'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '51.9'}]","[91, 117, 30, 35, 37, 215, 218]",True,313171.0,8.0,51.9,,,,,,,,,,0.0,1729305,Pass,10.033333333333333,176.0,2602300129.0,13.0,167.0,1-0,08 October 2023,,0.0004178764383602849,0.0004178764383602849,,False,False,,False,,,,,,,False,23.279999999999998,20.080000000000002,9.6,41.52,,,,,,False,Rúben Dias,R.Dias,167,Man City
204,111.0,10.0,6.0,167,8.3,53.9,10.0,1.0,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '11.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '83.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.40'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.6'}]","[91, 117, 30, 36, 37, 215, 218]",True,121774.0,11.7,83.7,,,,,,,,,,0.0,1729305,Pass,10.1,177.0,2602300181.0,13.0,167.0,1-0,08 October 2023,,-0.0016533904261017765,0.0,,False,False,,False,,,,,,,False,9.96,43.120000000000005,14.04,66.96000000000001,,,,,,False,Ederson,E.Ederson,167,Man City
205,112.0,10.0,8.0,167,11.5,86.1,10.0,1.0,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.38'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.5'}]","[91, 117, 30, 36, 37, 215, 218]",True,122945.0,25.3,94.5,,,,,,,,,,0.0,1729305,Pass,10.133333333333333,178.0,2602300329.0,13.0,167.0,1-0,08 October 2023,,0.0009277990980620255,0.0009277990980620255,,False,False,,False,,,,,,,False,13.799999999999999,68.88,30.36,75.60000000000001,,,,,,False,Nathan Aké,N.Aké,167,Man City
206,113.0,10.0,13.0,167,23.6,95.0,10.0,1.0,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '96.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '18.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.93'}]","[91, 117, 30, 35, 37, 215, 218]",True,402664.0,18.8,96.6,,,,,,,,,,0.0,1729305,Pass,10.216666666666667,179.0,2602300371.0,13.0,167.0,1-0,08 October 2023,,-0.0006023848798798817,0.0,,False,False,,False,,,,,,,False,28.32,76.0,22.56,77.28,,,,,,False,Josko Gvardiol,J.Gvardiol,167,Man City
207,114.0,10.0,14.0,167,18.8,96.6,10.0,1.0,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.17'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.4'}]","[91, 117, 30, 36, 38, 215, 218]",True,122945.0,31.4,94.4,,,,,,,,,,0.0,1729305,Pass,10.233333333333333,180.0,2602300489.0,13.0,167.0,1-0,08 October 2023,,0.0018896320720720727,0.0018896320720720727,,False,False,,False,,,,,,,False,22.56,77.28,37.68,75.52000000000001,,,,,,False,Nathan Aké,N.Aké,167,Man City
208,115.0,10.0,19.0,167,45.6,88.6,10.0,1.0,Foul,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '84'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}]","[91, 63]",True,331254.0,,,,,,,,,,,,0.0,1729305,Foul,10.316666666666666,181.0,2602300507.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,True,,,False,54.72,70.88,,,,,,,,False,Phil Foden,P.Foden,167,Man City
209,84.0,10.0,19.0,13,54.4,11.4,10.0,1.0,Foul,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '85'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '115'}]",[64],False,106968.0,,,,,,,,85.0,106968.0,,,0.0,1729305,Foul,10.316666666666666,182.0,2602300513.0,13.0,167.0,1-0,08 October 2023,,,,,False,False,,False,,,,,,,False,65.28,9.120000000000001,,,,,,,,False,Jorginho,J.Jorginho,13,Arsenal
